is_number,title,domain,standard_type,source_authority,source_type,verification_status,status,embedding_text,source_document,source_url,reviewed_in,amendment_count,certification_status,supersedes,superseded_by,metadata_rule
IS 13920:2016,Ductile design and detailing of reinforced concrete structures subjected to seismic forces - Code of practice,Civil Engineering / Earthquake Engineering,Code of Practice,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13920:2016 | Ductile design and detailing of reinforced concrete structures subjected to seismic forces - Code of practice | Civil Engineering / Earthquake Engineering | Code of Practice,BIS Compendium of Cement Standards / BIS Civil Engineering material,https://www.bis.gov.in/compendium-of-indian-standards/?lang=en,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 1892:2021,Subsurface investigation for foundations - Code of practice,Civil Engineering / Geotechnical,Code of Practice,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 1892:2021 | Subsurface investigation for foundations - Code of practice | Civil Engineering / Geotechnical | Code of Practice,BIS Compendium of Cement Standards / BIS Civil Engineering material,https://www.bis.gov.in/compendium-of-indian-standards/?lang=en,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2720 (Part 13):1986,Methods of test for soils: Part 13 Direct shear test,Civil Engineering / Soil Testing,Test Method,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2720 (Part 13):1986 | Methods of test for soils: Part 13 Direct shear test | Civil Engineering / Soil Testing | Test Method,BIS Compendium of Cement Standards / BIS Civil Engineering material,https://www.bis.gov.in/compendium-of-indian-standards/?lang=en,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4991:1968,Criteria for blast resistant design of structures for explosions above ground,Civil Engineering / Structural Safety,Code of Practice,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4991:1968 | Criteria for blast resistant design of structures for explosions above ground | Civil Engineering / Structural Safety | Code of Practice,BIS Compendium of Cement Standards / BIS Civil Engineering material,https://www.bis.gov.in/compendium-of-indian-standards/?lang=en,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 11592:2000,Selection and design of belt conveyors - Code of practice,Mechanical / Material Handling,Code of Practice,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 11592:2000 | Selection and design of belt conveyors - Code of practice | Mechanical / Material Handling | Code of Practice,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2026 (Part 1):2011,Power Transformers: Part 1 General,Electrical / Transformers,Product Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2026 (Part 1):2011 | Power Transformers: Part 1 General | Electrical / Transformers | Product Standard,BIS Compendium of Indian Standards on Electrical Transformers,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-15-17.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2026 (Part 2):2010,Power transformers: Part 2 Temperature rise,Electrical / Transformers,Test/Technical Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2026 (Part 2):2010 | Power transformers: Part 2 Temperature rise | Electrical / Transformers | Test/Technical Standard,BIS Compendium of Indian Standards on Electrical Transformers,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-15-17.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2026 (Part 3):2018,"Power transformers: Part 3 Insulation levels, dielectric tests and external clearances in air",Electrical / Transformers,Test/Technical Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,"IS 2026 (Part 3):2018 | Power transformers: Part 3 Insulation levels, dielectric tests and external clearances in air | Electrical / Transformers | Test/Technical Standard",BIS Compendium of Indian Standards on Electrical Transformers,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-15-17.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2026 (Part 5):2011,Power Transformers Part 5 Ability to Withstand Short Circuit,Electrical / Transformers,Technical Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2026 (Part 5):2011 | Power Transformers Part 5 Ability to Withstand Short Circuit | Electrical / Transformers | Technical Standard,BIS Compendium of Indian Standards on Electrical Transformers,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-15-17.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2026 (Part 6):2017,Power Transformers Part 6 Reactors,Electrical / Transformers,Technical Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2026 (Part 6):2017 | Power Transformers Part 6 Reactors | Electrical / Transformers | Technical Standard,BIS Compendium of Indian Standards on Electrical Transformers,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-15-17.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2026 (Part 7):2009,Power transformers: Part 7 Loading guide for oil-immersed power transformers,Electrical / Transformers,Application Guide,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2026 (Part 7):2009 | Power transformers: Part 7 Loading guide for oil-immersed power transformers | Electrical / Transformers | Application Guide,BIS Compendium of Indian Standards on Electrical Transformers,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-15-17.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 2026 (Part 8):2009,Power transformers: Part 8 Application guide,Electrical / Transformers,Application Guide,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 2026 (Part 8):2009 | Power transformers: Part 8 Application guide | Electrical / Transformers | Application Guide,BIS Compendium of Indian Standards on Electrical Transformers,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-15-17.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
